case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless,parent,totalage,refage,educ,income,race,polparty,polviewr,polview,ideology,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthin,typeins,instype,he2z,partyln,partycom,covi1b,covi1bne,covi1c,covi1cne,covi2,covi2net,covi3,covi4,covi4net,covi5,covi6a,covi6ane,covi6b,covi6bne,covi6c,covi6cne,covi6d,covi6dne,covi7,covi8,covi9
70000608,816,2.2695,OR,Center City (Metro),West,Owned,Married,Homemaker,Five,Three,None,One,One,Yes,30-49,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Non-Hispanic,An Independent,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000609,816,1.2096,CA,Center City County (Metro),West,Owned,Divorced,Retired,One,One, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",Native American/American Indian/Alaska Native,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,No,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200424,"Yes, covered by health insurance",Somewhere else, , , ,Republican/leans Republican,Excellent,Excellent/good,Poor,Not so good/poor,Not worried at all,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,A great deal,A great deal/a good amout,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Too restrictive,Oppose
70000610,816,.4577,CA,Center City (Metro),West,Owned,"Single, living with a partner",Temporarily unemployed,Five,Three,One,One,None,No,30-49,45-64,"Some college, no degree (includes community college)","Less than $50,000 (Unspecified)",White Hispanic,A Democrat,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",United States,200424,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Not so good,Not so good/poor,Very worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000615,816,4.3176,VA,Surburban (Metro),South,Rented,Married,Full-time,One,One, , , , ,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"$25,000 but less than $30,000",Black Non-Hispanic,An Independent,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200425,"Yes, covered by health insurance",Medicare, , ,Democratic,Democrat/leans Democrat,Excellent,Excellent/good,Good,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000619,816,1.2216,FL,Center City (Metro),South,Owned,Married,Retired,Three,Three, , , , ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$25,000 but less than $30,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200425, , , , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Excellent,Excellent/good,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Appropriate,Support
70000622,816,.6587,VA,Surburban (Metro),South,Rented,Separated,Full-time,One,One, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$150,000 to under $200,000",Black Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Baptist,Cell Phone sample, ,"No, no home telephone", ,200425,"Yes, covered by health insurance",Somewhere else, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Don't know
70000623,816,3.9491,GA,Center City (Metro),South,Owned,Married,Full-time,Two,Two, , , , ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",Black Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Baptist,Cell Phone sample, ,"No, no home telephone", ,200425,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Not so good,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000624,816,.7061,SC,Non-Metro,South,Owned,Married,Full-time,Four,Four, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200425,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000625,816,.6101,OH,Center City (Metro),North Central,Owned,Divorced,Temporarily unemployed,Three,Three, , , , ,30-49,30-44,Two year associate degree from a college or university,"$40,000 but less than $50,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200425,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Excellent,Excellent/good,Very worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
70000626,816,1.1423,FL,Center City County (Metro),South,Owned,Married,Full-time,Four,Four, , , , ,50-64,45-64,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"$50,000 but less than $75,000",White Hispanic,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",United States,200425,"No, not covered by health insurance", , , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
70000627,816,3.61,MI,Center City (Metro),North Central,Rented,Married,Full-time,Two,Two, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$30,000 but less than $40,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200425,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Neither/other,Independent/other,Excellent,Excellent/good,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Too restrictive,Appropriate,Oppose
70000628,816,.5511,GA,Center City (Metro),South,Owned,Married,Full-time,Five,Five, , , , ,30-49,30-44,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200425,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Oppose
70000632,816,2.1511,FL,Center City (Metro),South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200425, , , , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
70000633,816,.2699,CT,Center City County (Metro),North East,Rented,"Single, that is never married",Part-time,One,One, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Refused,Cell Phone sample, ,"Yes, has a home telephone", ,200425,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Don't know
70000634,816,1.17,TX,Center City (Metro),South,Owned,Married,Full-time,Two,Two, , , , ,30-49,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$150,000 to under $200,000",Other Race,An Independent,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Female,Agnostic,Cell Phone sample, ,"Yes, has a home telephone", ,200425,"Yes, covered by health insurance",Somewhere else, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Very worried,Very/somewhat worried,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Not restrictive enough,Not restrictive enough,Oppose
70000635,816,.9275,DC,Center City (Metro),South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,"Some college, no degree (includes community college)","$50,000 but less than $75,000",Black Non-Hispanic,An Independent,d3 1-5 asked,Very liberal,Liberal Net,Yes,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200425, , , , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Good,Excellent/good,Not too worried,Not too/not worried at all,No, , , , , , , , , , , ,Appropriate,Appropriate,Oppose
70000638,816,.5654,MD,Surburban (Metro),South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",Refused,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200425, , , , ,Republican,Republican/leans Republican,Excellent,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Don't know, , , , , , , , , , , ,Too restrictive,Appropriate,Support
70000639,816,1.3374,SC,Center City County (Metro),South,Owned,Divorced,Full-time,Two,Two, , , , ,50-64,45-64,"Some college, no degree (includes community college)","$25,000 but less than $30,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Baptist,Cell Phone sample, ,"No, no home telephone", ,200425,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
70000640,816,.8898,GA,Center City (Metro),South,Rented,Married,Full-time,Four,Two,None,One,One,Yes,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Agnostic,Cell Phone sample, ,"No, no home telephone", ,200425,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Not too worried,Not too/not worried at all,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Not restrictive enough,Appropriate,Support
