case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless6,parent,totalage,refage,educ,income,race,polparty,polviewrot,polview,ideologynet,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthins,typeins,instype,he2z,partyln,partycomb,covi1a,covi1anet,covi1b,covi1bnet,covi1c,covi1cnet,covi1d,covi1dnet,covi2,covi3,covi4,covi4net,covi5,covi5net,covi6,covi6net,covi7,covi8,covi9,covi10,covi11,covi12rot,covi12
70000514,815,1.2088,IN,Surburban (Metro),North Central,Rented,Married,Full-time,Two,Two, , , , ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Methodist,Cell Phone sample, ,"No, no home telephone",United States,200417,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Not so good,Not so good/poor,Excellent,Excellent/good,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Or will it take longer than that,slowly/quickly,Slowly
70000515,815,.9659,MI,Surburban (Metro),North Central,Owned,Divorced,Temporarily unemployed,Two,Two, , , , ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$30,000 but less than $40,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200417,"No, not covered by health insurance", , , ,Neither/other,Independent/other,Poor,Not so good/poor,Good,Excellent/good,Poor,Not so good/poor,Excellent,Excellent/good,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of May,slowly/quickly,Slowly
70000516,815,.7707,MI,No metro status,North Central,Rented,Married,Full-time,Two,Two, , , , ,30-49,30-44,"Some college, no degree (includes community college)","$50,000 but less than $100,000 (Unspecified)",Refused,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200417,"No, not covered by health insurance", , , ,Neither/other,Independent/other,Not so good,Not so good/poor,Good,Excellent/good,Not so good,Not so good/poor,Good,Excellent/good,"Yes, stress, but not serious",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,Yes,No,No,"Yes, wore mask or face covering",Or will it take longer than that,slowly/quickly,Slowly
70000517,815,.7791,MA,Surburban (Metro),North East,Rented,Married,Full-time,Two,Two, , , , ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Very liberal,Liberal Net,Yes,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200417,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Excellent,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,Yes,No,No,"No, did not wear mask or face covering",Later in 2020,quickly/slowly,Slowly
70000518,815,.8949,VA,No metro status,South,Owned,Married,Full-time,Three,Two,None,One,None,Yes,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,A Republican,d3 5-1 asked,Moderate,Moderate,Yes,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200417,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Not so good,Not so good/poor,Good,Excellent/good,Good,Excellent/good,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Slowly
70000519,815,.9443,NY,Center City (Metro),North East,Owned,Married,Retired,Four,Four, , , , ,65+,65+,Two year associate degree from a college or university,"$15,000 but less than $25,000",Black Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200417, , , , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,No, , ,Never left home,By the end of May,slowly/quickly,Quickly
70000520,815,.9727,NY,Non-Center City (Metro),North East,Rented,"Single, living with a partner",Full-time,Two,Two, , , , ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",Black Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,No,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200417,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Not so good,Not so good/poor,Not so good,Not so good/poor,Not so good,Not so good/poor,Not so good,Not so good/poor,"Yes, serious stress",Yes,Not too concerned,Not too/not concerned at all,Not too concerned,Not too/not concerned at all,Somewhat worried,Very/somewhat worried,Yes,Yes,Yes,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Slowly
70000525,815,1.4766,MO,No metro status,North Central,Owned,Refused,Student,Four,Two,None,One,One,Yes,30-49,30-44,"Some college, no degree (includes community college)","$50,000 but less than $75,000",Mixed,An Independent,d3 1-5 asked,Very liberal,Liberal Net,Yes,Female,Other,Cell Phone sample, ,"No, no home telephone", ,200417,"No, not covered by health insurance", , , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not so good,Not so good/poor,Not employed,Not employed,"Yes, serious stress",Yes,Not concerned at all,Not too/not concerned at all,Not concerned at all,Not too/not concerned at all,Somewhat worried,Very/somewhat worried,Yes,No,No,"No, did not wear mask or face covering",Later in 2020,slowly/quickly,Quickly
70000528,815,1.4269,AR,Non-Metro,South,Owned,"Single, that is never married",Part-time,Refused,Refused, , , , ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $100,000 (Unspecified)",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200417,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Good,Excellent/good,Not so good,Not so good/poor,Good,Excellent/good,Excellent,Excellent/good,Not a source of stress,No, , , , ,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Slowly
70000529,815,.8674,MD,Non-Metro,South,Owned,"Single, that is never married",Full-time,Two,Two, , , , ,30-49,30-44,"Some college, no degree (includes community college)","$50,000 but less than $75,000",Black Non-Hispanic,An Independent,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200417,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Not so good,Not so good/poor,Not so good,Not so good/poor,Not so good,Not so good/poor,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Not too concerned,Not too/not concerned at all,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of July,quickly/slowly,Slowly
70000530,815,.5389,TX,Center City County (Metro),South,Owned,Married,Full-time,Three,Two,One,None,None,Yes,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200417, , , , , ,Democrat/leans Democrat,Good,Excellent/good,Not so good,Not so good/poor,Not so good,Not so good/poor,Excellent,Excellent/good,"Yes, serious stress",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Quickly
70000532,815,1.4049,TX,Center City (Metro),South,Rented,"Single, that is never married",Full-time,One,One, , , , ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Non-Hispanic,A Republican,d3 5-1 asked,Very conservative,Conservative Net,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200417,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",By the end of April,slowly/quickly,Quickly
70000533,815,1.8373,WI,Center City (Metro),North Central,Owned,"Single, living with a partner",Full-time,Two,Two, , , , ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,An Independent,d3 5-1 asked,Somewhat conservative,Conservative Net,No,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200417,"No, not covered by health insurance", , , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not so good,Not so good/poor,"Yes, serious stress",Yes,Somewhat concerned,Very concerned/somewhat concerned,Not too concerned,Not too/not concerned at all,Not worried at all,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",By the end of April,slowly/quickly,Slowly
70000534,815,1.7551,CA,Non-Center City (Metro),West,Rented,Married,Retired,Six or more,Four,One,One,One,No,65+,65+,Less than high school (Grades 1-8 or no formal schooling),"Less than $15,000",Unspecified Hispanic,An Independent,d3 5-1 asked,Very liberal,Liberal Net,No,Female,"Catholic, Roman Catholic",Cell phone in language, ,"No, no home telephone",Another Country,200417, , , , ,Refused/No answer,Refused,Good,Excellent/good,Not so good,Not so good/poor,Good,Excellent/good,Not employed,Not employed,"Yes, serious stress",No, , , , ,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of May,quickly/slowly,Quickly
70000535,815,1.5737,AK,No metro status,West,Rented,Married,Full-time,Four,Four, , , , ,18-29,18-29,Two year associate degree from a college or university,Don't know,White Non-Hispanic,An Independent,d3 5-1 asked,Refused,Refused,No,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200417,"Yes, covered by health insurance",Refused, , ,Neither/other,Independent/other,Not so good,Not so good/poor,Not so good,Not so good/poor,Not so good,Not so good/poor,Good,Excellent/good,Not a source of stress,No, , , , ,Not too worried,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",Or will it take longer than that,slowly/quickly,Slowly
70000539,815,.3166,TX,Center City County (Metro),South,Rented,"Single, that is never married",Full-time,One,One, , , , ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200417,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Poor,Not so good/poor,Poor,Not so good/poor,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",Later in 2020,quickly/slowly,Slowly
70000542,815,1.0343,TX,Center City County (Metro),South,Rented,Married,Part-time,Five,Two,One,Two,None,Yes,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$150,000 to under $200,000",White Non-Hispanic,An Independent,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200417,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Not so good,Not so good/poor,Excellent,Excellent/good,"Yes, serious stress",Yes,Somewhat concerned,Very concerned/somewhat concerned,Not too concerned,Not too/not concerned at all,Not too worried,Not too/not worried at all,Yes,No,No,"Yes, wore mask or face covering",By the end of July,quickly/slowly,Quickly
70000543,815,1.4044,MN,Center City (Metro),North Central,Owned,Married,Full-time,Two,Two, , , , ,50-64,45-64,"Some college, no degree (includes community college)","$100,000 to under $150,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200417,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Excellent,Excellent/good,Good,Excellent/good,Excellent,Excellent/good,Not a source of stress,Yes,Somewhat concerned,Very concerned/somewhat concerned,Not too concerned,Not too/not concerned at all,Refused,Refused,No, , ,"No, did not wear mask or face covering",By the end of May,quickly/slowly,Quickly
70000545,815,.944,MS,Non-Metro,South,Rented,"Single, that is never married",Temporarily unemployed,Three,One,None,One,One,Yes,30-49,30-44,"Some college, no degree (includes community college)","Less than $15,000",Black Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Baptist,Cell Phone sample, ,"No, no home telephone", ,200417,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Not so good,Not so good/poor,Excellent,Excellent/good,Not a source of stress,Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Not worried at all,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",Don't know,quickly/slowly,Slowly
70000551,815,.6429,LA,Surburban (Metro),South,Rented,Married,Temporarily unemployed,Four,Two,Two,None,None,Yes,30-49,30-44,Two year associate degree from a college or university,"$100,000 to under $150,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Male,Muslim/Islamic,Cell Phone sample, ,"Yes, has a home telephone", ,200417,"No, not covered by health insurance", , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Good,Excellent/good,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Very concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Or will it take longer than that,quickly/slowly,Slowly
